begin
comment 
lattice   1.5245999999999999E+01   0.0000000000000000E+00   0.0000000000000000E+00
lattice   0.0000000000000000E+00   1.1883999999999999E+01   0.0000000000000000E+00
lattice  -5.9893571590294590E+00   0.0000000000000000E+00   1.2091965796411372E+01
atom  -6.3222039726509305E-02   2.7213332192000164E+00   1.5959841158282273E+00  S   0.0000000000000000E+00   0.0000000000000000E+00   3.8575026435404697E-02  -1.2623893766776520E-01  -2.1077682456117977E-01
atom  -1.2218976117831664E+00   3.4975551834145056E+00   3.3024074619467192E+00 Cu   0.0000000000000000E+00   0.0000000000000000E+00  -6.8165528851008989E-02   4.0003388941866426E-02   8.5055273832970388E-02
atom   2.2975261084466494E+00   2.4867998405092164E+00   1.6682930642209688E+00 Cu   0.0000000000000000E+00   0.0000000000000000E+00   3.8652230332857332E-03   1.8442417248149649E-02  -1.8853380106189636E-02
atom   9.2595735904656440E-01   4.7160834179505535E+00   2.1864648724025315E+00 Cu   0.0000000000000000E+00   0.0000000000000000E+00   3.5132685930784432E-02   6.4976821527355649E-02   3.4622299191006060E-02
atom   6.1485017077568074E+00   4.8827401636757868E+00   1.3682845599230682E+00  S   0.0000000000000000E+00   0.0000000000000000E+00   5.3842291406786640E-03   7.9473683540452443E-03   4.3640840692969973E-02
atom   6.2072977087514074E+00   8.1672328840193775E-01   1.1263356160245341E+00  S   0.0000000000000000E+00   0.0000000000000000E+00   1.3891022839098396E-01   5.2802642514960503E-03  -6.7916659807299287E-02
atom   2.8545960573194367E+00   5.0562648466419455E+00   3.5127699439768652E+00  S   0.0000000000000000E+00   0.0000000000000000E+00   1.1654423453516913E-01   1.8531497577246603E-01  -2.4702576824309787E-02
atom   2.5280446081058399E+00   9.8761114659312488E-01   3.4546258942768100E+00  S   0.0000000000000000E+00   0.0000000000000000E+00  -2.1285465595717529E-01  -9.7044984652252683E-02  -5.7978052243996610E-02
atom   5.0636745864543604E+00   2.8277408416878531E+00   8.7803251356262979E-01 Cu   0.0000000000000000E+00   0.0000000000000000E+00   6.6529677394324008E-03   1.3836683680031089E-02   3.8940112497423497E-02
atom   5.9351893847858150E+00   9.7183298973030430E-01   3.3936684864074795E+00 Cu   0.0000000000000000E+00   0.0000000000000000E+00   2.4092437413809439E-02  -8.7741603628365361E-02   2.7706670892676567E-04
atom   3.8776676938157428E+00   5.3952074405957999E+00   1.5385978407256069E+00 Cu   0.0000000000000000E+00   0.0000000000000000E+00   1.8238797298521237E-02  -1.8994307991030517E-02   1.6694846200176593E-02
atom   3.9063374152685832E+00   5.5321179866997516E-01   1.6920852931497312E+00 Cu   0.0000000000000000E+00   0.0000000000000000E+00   6.6753792967226083E-02   5.3437750385563976E-02  -7.2758192603642663E-02
atom   6.4733650748918325E+00   3.4653323460294465E+00   3.0863194805322514E+00 Cu   0.0000000000000000E+00   0.0000000000000000E+00   2.8488240573669096E-03   3.8085048964587705E-02  -8.3736095891885090E-02
atom   9.2018231440970730E+00   3.0394536244224537E+00   2.7167109650835211E+00  S   0.0000000000000000E+00   0.0000000000000000E+00   6.8915495095063173E-02  -9.3033269100108555E-03   9.1002846738377177E-02
atom   8.3291221040738481E+00   5.1327136820320884E+00   2.1742789655158452E+00 Cu   0.0000000000000000E+00   0.0000000000000000E+00  -8.8785689330578177E-02  -1.9500197615824204E-02  -8.1750333155436603E-02
atom   8.2929894747643598E+00   1.1048200432831226E+00   2.0123418174814716E+00 Cu   0.0000000000000000E+00   0.0000000000000000E+00  -9.7245020895895280E-03   4.3573896284134730E-02  -2.2741017089704857E-02
